CASE_STATUS,JOB_TITLE,FULL_TIME_POSITION,EMPLOYER_NAME,EMPLOYER_STATE,WORKSITE_CITY_1,PREVAILING_WAGE_1,YEAR,
DENIED,DESIGN & DEVELOPMENT ENGINEER,Y,"FUYAO AUTOMOTIVE NORTH AMERICA, INC.",MI,LAKE ORION,62650,2017,
DENIED,DESIGN/PROCESS ENGINEER,Y,"FUYAO AUTOMOTIVE NORTH AMERICA, INC.",MI,LAKE ORION,62650,2017,
DENIED,OPERATIONS ENGINEER (PROGRAM MANAGEMENT),Y,"FUYAO AUTOMOTIVE NORTH AMERICA, INC.",MI,LAKE ORION,68744,2017,
DENIED,IT SPECIALIST (NETWORK),Y,"FUYAO AUTOMOTIVE NORTH AMERICA, INC.",MI,LAKE ORION,66165,2017,
DENIED,CONTROL ENGINEER,Y,"FUYAO AUTOMOTIVE NORTH AMERICA, INC.",MI,LAKE ORION,62379,2017,
DENIED,FIELD APPLICATIONS ENGINEER 2,Y,"ASML US, INC.",NY,BALLSTON LAKE,62587,2017,
DENIED,COMPUTER PROGRAMMER ANALYST,Y,NYC DEPARTMENT OF FINANCE,NY,NEW YORK,55910,2017,
DENIED,PRODUCT DESIGN ENGINEER,Y,CONSTELLIUM AUTOMOTIVE USA LLC,MI,VAN BUREN TOWNSHIP,68370,2017,
DENIED,MANAGER JC50,Y,KBACE TECHNOLOGIES,IN,COLUMBUS,85758,2017,
DENIED,MOBILE PROGRAMMER,Y,SKILL LOGIC INC.,OH,COLUMBUS,73466,2017,
DENIED,ARCHITECT,Y,ROUTEONE LLC,MI,FARMINGTON HILLS,95306,2017,
DENIED,PRODUCT DESIGN ENGINEER,Y,CONSTELLIUM AUTOMOTIVE USA LLC,MI,VAN BUREN TOWNSHIP,68370,2017,
DENIED,ARCHITECTURAL DESIGNER II,Y,KOHN PEDERSON FOX ASSOCIATES PC,NY,NEW YORK,71802,2017,
DENIED,MECHANICAL DESIGN ENGINEER,Y,MAHINDRA ENGINEERING SERVICES LTD,IL,LISLE,75774,2017,
DENIED,SOFTWARE DEVELOPER,Y,"CLOUD SOURCE, INC.",PA,BLOOMFIELD,68657,2017,
DENIED,LOTUS NOTES DEVELOPER,Y,FAST SWITCH LTD,OH,COLUMBUS,77209.6,2017,
DENIED,LOGISTICS ANALYST - EXPORT,Y,SHIPCO TRANSPORT INC.,IL,WHEATON,40560,2017,
DENIED,PROGRAMMER ANALYST,Y,"FUTURETECH CONSULTANTS, LLC.",MI,GRAND RAPIDS,45677,2017,
DENIED,WATER/WASTEWATER ENGINEER,Y,"GREEN METRO PLANNING, LLC",IL,AURORA,44949,2017,
DENIED,"SENIOR MANAGER JC45 - SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",Y,KBACE TECHNOLOGIES,IN,COLUMBUS,90168,2017,
DENIED,COMPUTER SYSTEMS ENGINEER,Y,"QUANTUM SOLUTIONS, INC",IL,COLUMBIA,55370,2017,
DENIED,DATA ANALYST,Y,GROUPM WORLDWIDE LLC,NY,NEW YORK,62962,2017,
DENIED,QA ENGINEER,Y,"ZENITHTECH SOLUTIONS, INC.",MI,WARREN,70304,2017,
DENIED,JAVA DEVELOPER,Y,"SENA INFO TECHNOLOGIES, INC.",MI,ANN ARBOR,57845,2017,
DENIED,LEAD TECHNICAL TRAINER,Y,"DOCKER, INC.",NY,BROOKLYN,90813,2017,
DENIED,QLIKVIEW DEVELOPER,Y,"BYTE CONSULTING, INC.",NY,NEW YORK,111405,2017,
DENIED,COMPUTER PROGRAMMER ANALYST,Y,NYC DEPARTMENT OF FINANCE,NY,NEW YORK,55910,2017,
DENIED,PRODUCT DESIGN ENGINEER,Y,CONSTELLIUM AUTOMOTIVE USA LLC,MI,VAN BUREN TOWNSHIP,68370,2017,
DENIED,GRADUATE TECHNICAL DESIGNER,Y,"WALTER P. MOORE AND ASSOCIATES, INC.",NY,HOUSTON,57096,2017,
DENIED,"SCIENTIST II - ANALYTICAL RESEARCH & DEV, HPLC/MASS SPEC",Y,"ADELLO BIOLOGICS, LLC",IL,PISCATAWAY,73902,2017,
DENIED,MARKET RESEARCHER,N,B & H CUSTOMS SERVICES INC,NY,JAMAICA,46675.2,2017,
DENIED,AERO/THERMAL ENGINEER,Y,KYYBA INC.,MI,AUBURN HILLS,62650,2017,
DENIED,"SOFTWARE DEVELOPER, APPLICATIONS",Y,L&T TECHNOLOGY SERVICES LIMITED,MN,EDEN PRARIE,77917,2017,
DENIED,SUPPLIER QUALITY ENGINEER,Y,MAHLE BEHR TROY INC.,MI,TROY,76773,2017,
DENIED,MARKETING SPECIALIST,N,"O PLANNING, LLC",NY,NEW YORK,46675.2,2017,
DENIED,PROGRAMMER/DEVELOPER 2,Y,CAPGEMINI AMERICA INC,NY,NEW YORK,75795,2017,
DENIED,IT CONSULTANT,Y,"TECHPILLARS, INC.",IN,CARMEL,70866,2017,
DENIED,SENIOR SAP FUNCTIONAL ANALYST,Y,"TRUQUA ENTERPRISES, LLC",IL,CHICAGO,102461,2017,
DENIED,AGRICULTURAL PRODUCTION MANAGER,Y,"NASONVILLE DAIRY, INC.",WI,MARSHFIELD,40456,2017,
DENIED,SENIOR ANALYST,Y,FRACTAL ANALYTICS INC,IL,CHICAGO,69763,2017,
DENIED,INTERMEDIATE ARCHITECTURAL DESIGNER,Y,FOGARTY FINGER ARCHITECTURE PLLC,NY,NEW YORK,57096,2017,
DENIED,"MANAGER JC50 - SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",Y,KBACE TECHNOLOGIES,IN,COLUMBUS,81890,2017,
DENIED,MOBILE PROGRAMMER,Y,SKILL LOGIC INC.,OH,COLUMBUS,73466,2017,
DENIED,SOFTWARE ENGINEER,Y,"TIMEDOC, INC.",IL,CHICAGO,51418,2017,
DENIED,SENIOR CORROSION ENGINEER,Y,"MEARS GROUP, INC.",OH,PLAIN CITY,79622,2017,
DENIED,INTERN ARCHITECT,Y,BUILT FORM LLC,IL,CHICAGO,39015,2017,
DENIED,CUSTOMER ENGINEERING PRODUCT APPLICATION ENGINEER,Y,CUMMINS INC.,MN,SHOREVIEW,64730,2017,
DENIED,SENIOR CORROSION ENGINEER,Y,"MEARS GROUP, INC.",OH,PLAIN CITY,79622,2017,
DENIED,ASSISTANT MEMBER (EPIDEMIOLOGY & PREVENTION),Y,ROSWELL PARK CANCER INSTITUTE,NY,BUFFALO,145000,2017,
DENIED,ACTUARIAL ASSOCIATE,Y,VOYA INSURANCE AND ANNUITY COMPANY,PA,WEST CHESTER,54808,2017,
DENIED,TEAMCENTER PLM ENGINEER,Y,PROLIM CONSULTING INC,MI,SOUTHFIELD,54704,2017,
DENIED,"CONSULTANT, SYSTEMS ANALYST",Y,DFS CORPORATE SERVICES LLC,IL,RIVERWOODS,111280,2017,
DENIED,ELECTRICAL ENGINEER,Y,"VOLTAMP ELECTRICAL CONTRACTORS, INC",NY,GLENDALE,68868.8,2017,
DENIED,MARKET RESEARCH ANALYST,Y,"CITYWIDE REAL ESTATE, INC.",IL,CHICAGO,37232,2017,
DENIED,PROGRAMMER ANALYST,Y,SAPVIX INC,PA,DOYLESTOWN,62234,2017,
DENIED,CIVIL ENGINEER,Y,RA CONSULTANTS LLC,NY,NEW YORK,62171,2017,
DENIED,CRM SHAREPOINT ARCHITECT,Y,POKAGON BAND OF POTAWATOMI INDIANS,MI,DOWAGIAC,120000,2017,
DENIED,TEACHER,Y,FRANKLIN COUNTY COMMUNITY SCHOOL CORPORATION,IN,BROOKVILLE,35340,2017,
DENIED,"PUBLIC RELATIONS SPECIALIST, SOCIAL MEDIA MANAGER",Y,BLUE CHALK MEDIA LLC,NY,BROOKLYN,38771,2017,
DENIED,PROGRAMMER ANALYST,Y,"XYLOTECH SYSTEMS, INC.",IL,CHICAGO,59779,2017,
DENIED,ACCOUNTANT,Y,"MAY FLOWER INTERNATIONAL, INC.",NY,MASPETH,55765,2017,
DENIED,ASSISTANT PROFESSOR OF CLINICAL PSYCHIATRY,Y,SOUTHERN ILLINOIS UNIVERSITY SCHOOL OF MEDICINE,IL,SPRINGFIELD,103940,2017,
DENIED,LIGHTING DESIGNER AND PRODUCTION COORDINATOR,Y,"BRIDGEPORT TRADING, INC",NY,NEW YORK,54163,2017,
DENIED,"COMPUTER SOFTWARE ENGINEER, APPLICATIONS",Y,"FUJITSU AMERICA, INC.",PA,HARRISBURG,75816,2017,
DENIED,GRAPHIC DESIGNER,Y,WL GLOBAL CORP.,NY,NEW YORK,38917,2017,
DENIED,PRINCIPAL USER EXPERIENCE DESIGNER,Y,"THOUGHTWORKS, INC.",IL,CHICAGO,106995,2017,
DENIED,ASSISTANT COUNSEL,Y,STAR BULK USA LLC,NY,NEW YORK,79123,2017,
DENIED,IT APPLICATIONS ANALYST- SENIOR,Y,CUMMINS INC.,IN,COLUMBUS,79500,2017,
DENIED,ACCOUNTANT,N,KK TAX AND ACCOUNTING INC.,NY,NEW YORK,55764.8,2017,
DENIED,PHP DEVELOPER,Y,SQUILLION SYSTEMS LLC,IL,CHICAGO,52166,2017,
DENIED,DATA MODELER,Y,SQUILLION SYSTEMS LLC,MI,DETROIT,68598,2017,
DENIED,PROGRAMMER ANALYST I,Y,SWIFT SOLUTIONS INC,MN,ST. PAUL,77771,2017,
DENIED,FINANCIAL SPECIALIST,Y,"EMERY MUKENDI WAFWANA & ASSOCIATES, P.C.",NY,NEW YORK,47590.4,2017,
DENIED,FINANCIAL ANALYST,Y,RAZA COMMUNICATIONS INC,IL,CHICAGO,52665.6,2017,
DENIED,GRAPHIC DESIGNER,Y,"WAILIAN EDUCATION GROUP, INC.",NY,NEW YORK,38917,2017,
DENIED,ORACLE APPLICATION ENGINEER,Y,VIGILANT TECHNOLOGIES LLC,NY,TARRYTOWN,70221,2017,
DENIED,DIGITAL MARKETING STRATEGIST,Y,CAPS LOCK INC.,PA,PITTSBURGH,48526,2017,
DENIED,DATA MODELER,Y,SQUILLION SYSTEMS LLC,MI,AUBURN HILLS,69347,2017,
DENIED,INSTRUCTIONAL COORDINATOR,Y,"WAILIAN EDUCATION GROUP, INC.",NY,NEW YORK,45677,2017,
DENIED,COMPUTER SYSTEMS ENGINEER,Y,"INTERSOFT ASSOCIATES, INC.",NY,LYNBROOK,61900.8,2017,
DENIED,SOFTWARE DEVELOPER,Y,"QUINNOX, INC.",IL,NILES,52166,2017,
DENIED,MARKET RESEARCH ANALYST,Y,ALEUTIAN CAPITAL PARTNERS LLC,NY,NEW YORK,46675,2017,
DENIED,ENGINEERING LEAD,Y,"NCS PEARSON, INC.",MN,BLOOMINGTON,105800,2017,
DENIED,INVESTMENT BANKING ANALYST,Y,"GUOTAI JUNAN SECURITIES USA, INC.",NY,NEW YORK,65749,2017,
DENIED,PRODUCT ANALYST,Y,ENFUSION LTD. LLC,IL,CHICAGO,108288960,2017,
DENIED,EXERCISE PHYSIOLOGIST,Y,ORG MEDICAL PLLC,NY,BROOKLYN,47632,2017,
DENIED,DATA ANALYSIS CONSULTANT,Y,MEGAPUTER INTELLIGENCE INC.,IN,BLOOMINGTON,36754,2017,
DENIED,COMPUTER GRAPHIC DESIGNER / HCI SPECIALIST,Y,MEGAPUTER INTELLIGENCE INC.,IN,BLOOMINGTON,31866,2017,
DENIED,PGY8,Y,NORTHWELL HEALTH,NY,100 EAST 77TH STREET,71681,2017,
DENIED,LOGISTICS SPECIALIST,N,EXPRESS CUSTOMHOUSE BROKER INC,NY,SPRINGFIELD GARDENS,52748.8,2017,
DENIED,ALPHA RESEARCH ANALYST,Y,"ZACKS INVESTMENT MANAGEMENT, INC.",IL,CHICAGO,52666,2017,
DENIED,PROJECT ANALYST,Y,"UPA, LLC",IL,CHICAGO,59883,2017,
DENIED,INSTRUCTOR IN ECONOMICS,Y,UNIVERSITY OF NOTRE DAME DU LAC,IN,NOTRE DAME,75840,2017,
DENIED,SOFTWARE ENGINEER,Y,"FRONTIER TECHNOLOGIES, LLC",PA,KING OF PRUSSIA,100568,2017,
DENIED,SYSTEMS ENGINEER,Y,CUMMINS EMISSION SOLUTIONS INC.,IN,COLUMBUS,66402,2017,
DENIED,FINANCIAL ANALYST,Y,OMERS ADMINISTRATION CORPORATION,NY,NEW YORK,65749,2017,
DENIED,DESIGN RESEARCH ASSOCIATE,Y,IA COLLABORATIVE LLC,IL,CHICAGO,51688,2017,
DENIED,INSTRUCTOR IN ECONOMICS,Y,UNIVERSITY OF NOTRE DAME DU LAC,IN,NOTRE DAME,75840,2017,
DENIED,APPLICATION DEVELOPER,Y,IBM INDIA PRIVATE LIMITED,OH,DUBLIN,61922,2017,
DENIED,PHYSICAL THERAPIST,Y,"EAGLECARE, LLC",IN,AUBURN,64168,2017,
DENIED,APPLICATION PROGRAMMER,Y,COMPROBASE INC.,NY,WEST NYACK,55910,2017,
DENIED,MIGRATION ARCHITECT,Y,IBM INDIA PRIVATE LIMITED,IL,BLOOMINGTON,60070,2017,
DENIED,COMPUTER SPECIALIST,Y,"V-SOFT CONSULTING GROUP, INC",IL,CHICAGO,90584,2017,
DENIED,SENIOR CONSULTING ANALYST,Y,THE KINI GROUP,IL,CHICAGO,37232,2017,
DENIED,CONTROL SYSTEMS ENGINEER,Y,VIASTORE SYSTEMS INC.,MI,GRAND RAPIDS,55536,2017,
DENIED,APPLICATIONS DEVELOPER,Y,JPMORGAN CHASE & CO.,NY,NEW YORK,111405,2017,
DENIED,NEPHROLOGIST,Y,"FOND DU LAC REGIONAL CLINIC, S.C.",WI,FOND DU LAC,179213,2017,
DENIED,NEPHROLOGIST,Y,"FOND DU LAC REGIONAL CLINIC, S.C.",WI,FOND DU LAC,179213,2017,
DENIED,DIRECTOR CSIG,Y,"METRICSTREAM, INC.",NY,NEW YORK,143749,2017,
DENIED,CHEMICAL ENGINEER-VALIDATION,Y,"TECHNO PRO SOLUTIONS, INC.",NY,BROOKHAVEN,66310,2017,
DENIED,SOFTWARE ENGINEER,Y,"HERE NORTH AMERICA, LLC",IL,CHICAGO,74734,2017,
DENIED,MARKET RESEARCH ANALYST,Y,KOSCH HOSPITALITY,MI,ROCHESTER,35942,2017,
DENIED,NEPHROLOGIST,Y,"FOND DU LAC REGIONAL CLINIC, S.C.",WI,RIPON,179213,2017,
DENIED,ASSOCIATE SAS ADMINISTRATOR,Y,CREDIT ACCEPTANCE CORPORATION,MI,SOUTHFIELD,58677,2017,
DENIED,SR. ENGINEER,Y,SEAGATE US LLC,MN,SHAKOPEE,79456,2017,
DENIED,ANALYTICS APPLICATION ANALYST,Y,CREDIT ACCEPTANCE CORPORATION,MI,SOUTHFIELD,52478,2017,
DENIED,PROGRAMMER ANALYST,Y,PACE COMPUTER SOLUTIONS INC,IL,BLOOMINGTON,76086,2017,
DENIED,QUALITY ASSURANCE ANALYST,Y,"GEEKSOFT, LLC",IL,"CHICAGO, IL",53706,2017,
DENIED,ENTERPRISE DATA ADMINISTRATOR-MID,Y,"SUSQUEHANNA INTERNATIONAL GROUP, LLP",PA,BALA CYNWYD,67184,2017,
DENIED,QA ANALYST,Y,HRTRONIX LLC.,PA,EXTON,60840,2017,
DENIED,SENIOR ACCOUNT MANAGER (MARKET RESEARCH ANALYST),Y,BIG SPACESHIP LLC,NY,BROOKLYN,79227,2017,
DENIED,DENTIST,Y,"LAKEWOOD FAMILY DENTAL, P.C.",IN,LAFAYETTE,118810,2017,
DENIED,TEAMCENTER PLM ENGINEER,Y,PROLIM CONSULTING INC,MI,FARMINGTON HILLS,54704,2017,
DENIED,PROGRAMMER ANALYST,Y,"ALEVAR TECHNOLOGIES, INC.",MN,EAGAN,64501,2017,
DENIED,PROGRAMMER ANALYST,Y,"MARUTHI TECHNOLOGIES, LLC",MN,HOPKINS,68557,2017,
DENIED,BIG DATA HADOOP ADMINISTRATOR,Y,"ARETE CONSULTING SERVICES, INC.",IL,ROLLING MEADOWS,58365,2017,
DENIED,FINANCIAL ANALYST,Y,OMERS ADMINISTRATION CORPORATION,NY,NEW YORK,65749,2017,
DENIED,FINANCIAL ANALYST,Y,OMERS ADMINISTRATION CORPORATION,NY,NEW YORK,65749,2017,
DENIED,"ASSOCIATE, ENGINEER",Y,JPMORGAN CHASE & CO.,OH,COLUMBUS,49837,2017,
DENIED,JAVA / J2EE DEVELOPER,Y,FAST SWITCH LTD,OH,COLUMBUS,63814.4,2017,
DENIED,WEBSPHERE ADMIN,Y,FAST SWITCH LTD,OH,COLUMBUS,58697.6,2017,
DENIED,INDUSTRIAL PROCESS ENGINEER,Y,"NORTHLAND ALUMINUM PRODUCTS, INC.",MN,ST. LOUIS PARK,69722,2017,
DENIED,PROGRAMMER ANALYST,Y,ANJS TECHNOLOGIES LLC,OH,BLUE ASH,42931,2017,
DENIED,QUALITY ASSURANCE ANALYST,Y,ANJS TECHNOLOGIES LLC,OH,BLUE ASH,42931,2017,
DENIED,ASSOCIATE (CLIENT SERVICES),Y,"NOVUS PARTNERS, INC.",NY,NEW YORK,65749,2017,
DENIED,DENTIST,Y,PRESTIGE DENTAL PC,IL,STREAMWOOD,57512,2017,
DENIED,TECHNICAL LEAD,Y,XAVIENT INFORMATION SYSTEMS INC.,PA,EXTON,100568,2017,
DENIED,"DIRECTOR, IT RISK MANAGEMENT",Y,MYLAN INC.,PA,CANONSBURG,148325,2017,
DENIED,DATA SCIENTIST,Y,PINNACLE SOLUTIONS INCORPORATED,IN,INDIANAPOLIS,54038,2017,
DENIED,PROGRAMMER ANALYST,Y,TEKINVADERZ LLC,IL,SCHAUMBURG,52166,2017,
DENIED,ASSISTANT PROFESSOR CIVIL ENGINEERING,Y,THE UNIVERSITY OF AKRON,OH,AKRON,55350,2017,
DENIED,FIELD SERVICE ENGINEER,Y,"DC GROUP, INC.",MN,MINNEAPOLIS,58968,2017,
DENIED,ACCOUNTANT CONSULTANT,Y,MUKESH DESAI CPA,NY,NEW YORK,55764.8,2017,
DENIED,SOLUTION ARCHITECT,Y,DATAMATICS GLOBAL SERVICES INC,PA,FEASTERVILLE-TREVOSE,68515,2017,
DENIED,BUSINESS ANALYST - DATA,Y,"VASTEK, INC.",IL,ROUND LAKE,62962,2017,
DENIED,DENTIST,Y,"LAKEWOOD FAMILY DENTAL, P.C.",IN,LAFAYETTE,118810,2017,
DENIED,DENTIST,Y,"LAKEWOOD FAMILY DENTAL, P.C.",IN,LAFAYETTE,118810,2017,
DENIED,BUSINESS SYSTEMS ANALYST,N,"CONCEPTS INFORMATION TECHNOLOGY, INC",MI,SOUTHFIELD,52478.4,2017,
DENIED,SOFTWARE DEVELOPER,Y,SCRUMLINK INC,MI,SOUTHFIELD,70304,2017,
DENIED,ACTUARIAL ASSOCIATE,Y,VOYA INSURANCE AND ANNUITY COMPANY,PA,WEST CHESTER,72176,2017,
DENIED,ASSOCIATE BUSINESS OPERATIONS MANAGER,N,"LIFFEY VAN LINES, INC.",NY,NEW YORK,48796.8,2017,
DENIED,SENIOR LECTURER,Y,UNIVERSITY OF ILLINOIS,IL,CHAMPAIGN,45060,2017,
DENIED,EDITORIAL DIRECTOR,N,AMERICHINA LLC,NY,NEW YORK,44428.8,2017,
DENIED,MARKETING PERFORMANCE ANALYST,Y,"RK MANAGEMENT CONSULTANTS, INC.",NY,NEW YORK,55744,2017,
DENIED,PROGRAMMER ANALYST,Y,PACE COMPUTER SOLUTIONS INC,IL,BLOOMINGTON,76086,2017,
DENIED,"SPECIALIST, ENGINEERING",Y,MERCK SHARP & DOHME CORP.,PA,NORTH WALES,59301,2017,
DENIED,COMPUTER PROGRAMMER,Y,"THE UNCIA GROUP, INC",PA,MECHANICSBURG,64563,2017,
DENIED,ARCHITECTURAL DESIGNER,Y,HARLEY ELLIS DEVEREAUX CORPORATION,IL,CHICAGO,51584,2017,
DENIED,"EXECUTIVE VICE PRESIDENT, HOUSING OPERATIONS",Y,PHILADELPHIA HOUSING AUTHORITY,PA,PHILADELPHIA,94224,2017,
DENIED,PROJECT ENGINEER,Y,DESIMONE CONSULTING ENGINEERING GROUP LLC,NY,NEW YORK,78520,2017,
DENIED,LEGAL ASSISTANT,Y,ROSS & ASMAR LLC,NY,NEW YORK,39354,2017,
DENIED,INVESTMENT ASSOCIATE,Y,BLOCPOWER LLC,NY,NEW YORK,55000,2017,
DENIED,APPLICATIONS ENGINEER,Y,"MEDIDATA SOLUTIONS, INC.",NY,NEW YORK,90813,2017,
DENIED,ELECTRONIC CONTROLS - ENGINEER,Y,CUMMINS INC.,IN,COLUMBUS,63003,2017,
DENIED,ASSOCIATE,Y,EYZENBERG & COMPANY LLC,NY,NEW  YORK,65749,2017,
DENIED,ASSOCIATE ATTORNEY,Y,GREENBERG TRAURIG LLP,NY,NEW YORK,168002,2017,
DENIED,SOFTWARE DEVELOPMENT ADVISOR,Y,"NTT DATA SERVICES, LLC",NY,EAST SYRACUSE,94536,2017,
DENIED,ENGINEERING IT ENGINEER- MANAGER,Y,CUMMINS INC.,IN,COLUMBUS,103800,2017,
DENIED,MARKETING COORDINATOR,Y,UNIVISION MANAGEMENT COMPANY,NY,NEW YORK,62962,2017,
DENIED,SENIOR SCIENTIST,Y,ROYAL ADHESIVES & SEALANTS LLC,MI,MICHIGAN CENTER,91000,2017,
DENIED,APPLICATION ENGINEER,Y,"BRY-AIR, INC.",OH,SUNBURY,58926,2017,
DENIED,GRAPHIC DESIGNER - ENTRY LEVEL,Y,MA LUXURY DESIGN GROUP INC.,NY,NEW YORK,41810,2017,
DENIED,MANUFACTURING ENGINEER,Y,THE RAYMOND CORPORATION,NY,GREENE,58219,2017,
DENIED,ACCOUNTANT,N,KK TAX AND ACCOUNTING INC.,NY,NEW YORK,55764.8,2017,
DENIED,SOFTWARE ENGINEER,Y,"GUGGENHEIM PARTNERS INVESTMENT MANAGEMENT, LLC",NY,NEW YORK,90813,2017,
DENIED,PROGRAMMER ANALYST,Y,SATURN TECH LLC,MI,DEARBORN,68598,2017,
DENIED,PROGRAMMER ANALYST,Y,SATURN TECH LLC,MI,ALLEN PARK,68598,2017,
DENIED,INTERNATIONAL PROGRAMS COORDINATOR,Y,MID MICHIGAN COMMUNITY COLLEGE,MI,HARRISON,39874,2017,
DENIED,PGY-4 PHYSICIAN,Y,THE METROHEALTH SYSTEM,OH,CLEVELAND,58597,2017,
DENIED,PROJECT ENGINEER,Y,FORTE CONSTRUCTION CORP,NY,HOLBROOK,69638.4,2017,
DENIED,DATA ANALYSIS CONSULTANT,Y,MEGAPUTER INTELLIGENCE INC.,IN,BLOOMINGTON,36754,2017,
DENIED,TABLEAU DEVELOPER,Y,"I2 INFOTECH, LLC",WI,MADISON,69659,2017,
DENIED,SENIOR DATA ANALYSIS CONSULTANT,Y,MEGAPUTER INTELLIGENCE INC.,IN,BLOOMINGTON,46467,2017,
DENIED,DATA ANALYSIS CONSULTANT,Y,MEGAPUTER INTELLIGENCE INC.,IN,BLOOMINGTON,36754,2017,
DENIED,PEDIATRICIAN,Y,SANFORD CLINIC NORTH,MN,BEMIDJI,164861,2017,
DENIED,MEDICAL RESIDENT PHYSICIAN,Y,UNITY HEALTH SYSTEM,NY,ROCHESTER,54107,2017,
DENIED,SENIOR MANAGER,Y,MORGAN STANLEY SERVICES GROUP INC,NY,NEW YORK,95160,2017,
DENIED,SENIOR ENGINEER COMPLEX ANALYSIS,Y,GLOBALFOUNDRIES U.S. INC.,NY,MALTA,92879,2017,
DENIED,BUSINESS SYSTEMS ANALYST - TECHNOLOGY,Y,"AMERIPRISE FINANCIAL, INC.",MN,MINNEAPOLIS,77771,2017,
DENIED,CIVIL ENGINEER,Y,"TEG ENGINNERING, LLC",MI,WYOMING,53185.6,2017,
DENIED,FULL STACK DEVELOPER,Y,"TASKSTREAM, LLC",NY,NEW YORK,70221,2017,
DENIED,CELL CULTURE TECHNICIAN,Y,TRAILHEAD BIOSYSTEMS INC.,OH,CLEVELAND,32531,2017,
DENIED,SYSTEMS ENGINEER 1,Y,"REGENSTRIEF INSTITUTE, INC.",IN,INDIANAPOLIS,53518,2017,
DENIED,NETWORK ENGINEER,Y,PALACE GATE CORPORATION,MN,ROCHESTER,106645760,2017,
DENIED,TEXTILE DESIGNER,Y,CHINATEX ORIENTAL (USA) INC.,NY,NEW YORK,60000,2017,
DENIED,MEDICAL RESIDENT PHYSICIAN,Y,UNITY HEALTH SYSTEM,NY,ROCHESTER,54107,2017,
DENIED,INVESTMENT ASSOCIATE,Y,BLOCPOWER LLC,NY,NEW YORK,55000,2017,
DENIED,MEDICAL RESIDENT PHYSICIAN,Y,UNITY HEALTH SYSTEM,NY,ROCHESTER,54107,2017,
DENIED,MEDICAL RESIDENT PHYSICIAN,Y,UNITY HEALTH SYSTEM,NY,ROCHESTER,54107,2017,
DENIED,MARKETING ANALYSTS AND MANAGER,N,SUNSHA INTERNATIONAL LLC,NY,WHITE PLAINS,46592,2017,
DENIED,TECHNOLOGY & RESEARCH COORDINATOR,Y,SKIDMORE COLLEGE,NY,SARATOGA SPRINGS,44782,2017,
DENIED,SOLUTION CONSULTANT,Y,KRONOS INCORPORATED,NY,BROOKLYN,104936,2017,
DENIED,PRODUCTION ASSISTANT,Y,PAZ COLLECTIVE INC,NY,NEW YORK,59930,2017,
DENIED,"SOFTWARE DEVELOPER, APPLICATIONS",Y,L&T TECHNOLOGY SERVICES LIMITED,MN,EDEN PRAIRIE,77917,2017,
DENIED,OPERATIONS ANALYST,Y,TRAILHEAD BIOSYSTEMS INC.,OH,CLEVELAND,49005,2017,
DENIED,STAFF ACCOUNTANT,N,ALMA REALTY CORP.,NY,LONG ISLAND CITY,55764.8,2017,
DENIED,MERCHANDISE COORDINATOR,Y,JENNIFER MILLER LTD,NY,NEW YORK,39332.8,2017,
DENIED,ACCOUNTANT,N,ALMA REALTY CORP.,NY,LONG ISLAND CITY,55764.8,2017,
DENIED,HEAD FASHION DESIGNER/PATTERN MAKER,Y,SKODIA,NY,HUDSON,60320,2017,
DENIED,MATERIALS SCIENCE ENGINEER,Y,"TUV SUD AMERICA, INC.",MI,HOLLAND,50565,2017,
DENIED,"ASSOCIATE, OFFICE OF THE CEO",Y,UNIVISION MANAGEMENT COMPANY,NY,NEW YORK,118331,2017,
DENIED,VALIDATION ENGINEER/PROJECT ENGINEER,Y,BPM ASSOCIATES LLC,IL,BUFFALO GROVE,60091,2017,
DENIED,ELECTRICAL SYSTEMS TEST ENGINEER,Y,ALLIANCE GROUP TECHNOLOGIES COMPANY INDIANA INC,IN,COLUMBUS,58219.2,2017,
DENIED,SOFTWARE ENGINEER,Y,"DOCUMENT SOLUTIONS GROUP, INC.",PA,MALVERN,55349,2017,
DENIED,SOFTWARE DEVELOPER,Y,CONNVERTEX TECHNOLOGIES INC.,MN,ST. PAUL,77917,2017,
DENIED,SOFTWARE DEVELOPER,Y,CONNVERTEX TECHNOLOGIES INC.,MN,ST. PAUL,77917,2017,
DENIED,SOFTWARE DEVELOPER,Y,CONNVERTEX TECHNOLOGIES INC.,MN,ST. PAUL,77917,2017,
DENIED,SENIOR LEGAL ASSISTANT,Y,"LAN & ASSOCIATES, P.C.",NY,FLUSHING,61152,2017,
DENIED,"MANAGER, SQL SYSTEMS",Y,HARPERCOLLINS PUBLISHERS LLC,PA,MOOSIC,76336,2017,
DENIED,PROGRAMMER/DEVELOPER 2,Y,CAPGEMINI AMERICA INC,IL,BLOOMINGTON,60070,2017,
DENIED,PROGRAMMER ANALYST,Y,FIRST TEK DOS LLC,NY,NEW YORK,55910,2017,
DENIED,PROGRAMMER/DEVELOPER 3,Y,CAPGEMINI AMERICA INC,IL,BLOOMINGTON,68078,2017,
DENIED,SALES & SHIPPING COORDINATOR,Y,SINO-JAPAN ELECTRIC HEATER CO LTD.,IL,ARLINGTON HEIGHTS,37544,2017,
DENIED,SOFTWARE ENGINEER,Y,"APTUDE, INC",NY,ALBANY,65541,2017,
